S,K,T,r,sigma,moneyness,market_price,optionType,moneyness_category,expirationDate
284.67999267578125,160.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.7792499542236329,0.84,put,ITM,2026-02-20
284.67999267578125,165.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.7253332889441289,0.63,put,ITM,2026-02-20
284.67999267578125,195.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.4598973983373398,2.02,put,ITM,2026-02-20
284.67999267578125,200.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.4233999633789063,1.67,put,ITM,2026-02-20
284.67999267578125,240.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.1861666361490886,5.87,put,ITM,2026-02-20
284.67999267578125,250.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.138719970703125,7.55,put,ITM,2026-02-20
284.67999267578125,260.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.0949230487530048,10.93,put,ITM,2026-02-20
284.67999267578125,270.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.0543703432436342,14.25,put,ITM,2026-02-20
284.67999267578125,280.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.0167142595563616,18.95,put,ATM,2026-02-20
284.67999267578125,300.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.9489333089192709,30.73,put,OTM,2026-02-20
284.67999267578125,310.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.9183225570186492,36.3,put,OTM,2026-02-20
